Job_Title,Salary_Estimate,Job_Description,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_Of_Ownership,Industry,Sector,Revenue,Competitors,Hourly,min_salary,max_salary,average_salary,job_state,age_of_company,python_jd,spark_jd,excel,aws
Tableau Data Scientist,120 - 180 ,"Responsibilities:
• Develop smart, compelling dashboards and reports to track key performance indicators (KPI’s), identify trends, and monitor company initiatives on business operation results and line of business weekly, monthly, quarterly.
• Build predictive pattern and trends, related to investigation and root cause determination business operations, operational functions, workflow, processes, and other business-related issues.
• Work with the support teams and business technology to build and implement analytics performance metrics, measurements, methods and targets.
• Leverage Business Intelligence Tools Tableau Desktop, Tableau Prep, ServiceNow Performance Analytics, Microsoft Excel as developer.
• Construct dashboards and reports as needed using Tableau Desktop and collaboration using Tableau Server. Create report schedules on Tableau server.
• Report on common sources of technical issues or questions and make recommendations to operational improvements. Communicate key insights and findings to stakeholders.
• Perform unit and performance testing of the reports developed. Help design, document and maintain system processes.

Qualifications
• Bachelor’s degree in computer science or related discipline; or an equivalent combination of education and experience from which comparable knowledge and skills may be acquired.
• 5-7 years of current and hands-on experience with Tableau Desktop and demonstrated expertise with complex data visualizations and data modelling.
• 1 year hands-on experience using Tableau prep and automating prep flows on Tableau Server
• Experience with all features of Tableau version 2020.4 and beyond – Data sources, Extracts, Variety of Data Visualizations, Tableau server Collaboration.
• Demonstrate experience delivering solutions to stringent SLAs for report performance
• Ability to manage priorities and meet critical deadlines.
• Extensive computer software skills with other programs such as Microsoft Excel, PowerPoint, and SharePoint.
• Ability to solve advanced-level, complicated problems with minimal supervision.
• Ability to cleanse, aggregate, merge or otherwise prepare data for analysis using Tableau Prep tool.
• Tableau Desktop certification preferred.

Technical Skills/Proficiency
• Utilize programming and business intelligence skills (SQL, Tableau) on analytical platforms to prepare and manage data; create dashboards; develop KPIs and provide business insights
• Demonstrate extensive knowledge in various reporting objects like facts, attributes, hierarchies, transformations, filters, prompts, calculated fields, sets, groups, parameters etc., in Tableau.
• Understand database structure and processes with strong knowledge of SQL queries and data sets.
• Experience extracting new and innovative insights from sophisticated, non-traditional and/or larger datasets
• Experience with Tableau Desktop and Tableau Prep data extract/output refresh automation on Tableau Server
• Excellent verbal and written communications skills. Ability to communicate effectively with team members and stakeholders and Sr. Management on both
• Strong analytical and problem-solving skills",2.5,Technology Ventures,"McLean, VA",-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,120,180,150.0, VA,-1,0,0,1,0
Research Data Scientist,120 - 180 ,"The Center for Data Science at RTI International, one of the nation’s largest independent, nonprofit scientific research organizations, is seeking a Research Data Scientist with skills in advanced analytics (predictive modeling, machine learning, AI, microsimulation modeling, social network analysis, computer vision, text analytics, and natural language processing), modern software development for data science applications, and data visualization to work on projects in a variety of research domains, including public health, bioinformatics, criminal and social justice, public safety, survey science, engineering, education, and the environment. RTI’s mission is to improve the human condition, and our Center’s mission is to apply data science for social good. A successful candidate will work with a thriving team of 25+ data scientists, software developers, visual designers, and subject matter experts across RTI, solving important national problems, improving our local communities, and transforming research.

Responsibilities
Collaborate with a team of data scientists, software developers, visual designers, and subject matter experts to solve end-to-end problems using data science approaches, techniques, and methods",4.3,RTI International,"Durham, NC",-1,1001 to 5000 Employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),-1,0,120,180,150.0, NC,62,0,0,0,0
Data Scientist,120 - 180 ,"Great that you're thinking about a career with BSI!
About the role:
The Data Scientist role is a critical new role within the BSI group. This role will partner with the Group Innovation organization, key data owners and AI partners and will identify ways of using data to further our goals of digital assurance and advanced predictive analytics. Position will identify and work closely with external data providers or strategic partners. This position will work closely with data experiments, projects, and solutions builds. This role reports to the Director of AI and Data Science.
Data Scientist Responsibilities:
Work closely with the Director to build AI and Data Science solutions, including productionizing workflows",3.5,BSI,United States,-1,201 to 500 Employees,1843,Company - Private,Wholesale,Business Services,Less than $1 million (USD),-1,0,120,180,150.0,-1,177,0,0,0,0
Data Scientist,120 - 180 ,"Meet Our Team:
The Client Success Strategy and Operations team is a partner to CS leadership and the CS field, tasked to maintain strategic alignment across regions in the execution of enablement and onboarding, knowledge management and communication, strategic transformation and regional operational support.
Picture Yourself at Pega:
You will be part of a thought leading innovative team driving scalability and new insights. Be part of a highly collaborative and energetic team working alongside the Client Success organization driving better insights through Data, Data Quality and AI",4.1,Pegasystems,Alabama,-1,5001 to 10000 Employees,1983,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),-1,0,120,180,150.0,-1,37,0,0,0,0
Data Scientist,120 - 180 ,"Join our team! As a global leader in providing title insurance, settlement services and risk solutions for real estate transactions, First American (NYSE: FAF) is an ideal place to build your career. We have been entrusted with helping our customers achieve and protect their dream of homeownership since 1889. We believe that our people are the key to the company’s continued success, and we invest in diverse talents and backgrounds and empower our teams to achieve more than they could anywhere else. First American has created an award-winning culture and has been named to the Fortune 100 Best Companies to Work For® list for the fifth consecutive year and to more than 50 regional Best Places to Work lists. For more information, please visit www.careers.firstam.com
Job Summary
How would you like to work for one of Fortune’s top 100 Best Places to Work in 2020? At First American, we believe in People First and it shows in the passion and energy of our employees. We are seeking a Data Scientist to join our growing team. The ideal candidate will be intricately involved in performing analysis and developing models to support business decisions and manage risk. This individual will work with a variety of data assets from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining and machine learning tasks. This is a perfect opportunity for the successful candidate to become part of an innovative and energetic team that designs, develops, and implements the most valuable business solutions for the entire organization.",3.7,First American,"Santa Ana, CA",-1,10000+ Employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,120,180,150.0, CA,131,0,0,0,0
Data Scientist,120 - 180 ,"Travel Required: None
Public Trust: NACI (T1)
Requisition Type: Regular
Data Analytics/ Scientist
Perform Data Analytics and Machine Learning with FAA data sources using AWS
Develop and Setup Safety Risk Analysis framework and methodology for data access, retrieval, analytics and visualizations of results
Perform data source fusion/ integration with textual and non-textual data
Leverage key AI/ ML technologies like Natural Language Processing, Text Based Analytics, Clustering, Recommender Algorithm, Deep Learning to help determine safety hazards
We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.",3.8,General Dynamics Information Technology,"Washington, DC",-1,10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),-1,0,120,180,150.0, DC,24,0,0,0,1
Data Scientist 4,120 - 180 ,"Data Scientist 4-21000E8M

Applicants are required to read, write, and speak the following languages: English
Detailed Description and Job Requirements
Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.

Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.

Leading contributor individually and as a team member, providing direction and mentoring to others. Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. 8 years relevant work experience. BS/BA preferred.",3.7,Oracle,United States,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,0,120,180,150.0,-1,43,0,0,0,0
Data Scientist (Optimization Team),120 - 180 ,"Company Description
Epsilon is the leader in outcome-based marketing. We enable marketing that’s built on proof, not promises. Through Epsilon PeopleCloud, the marketing platform for personalizing consumer journeys with performance transparency, Epsilon helps marketers anticipate, activate and prove measurable business outcomes. Powered by CORE ID®, the most accurate and stable identity management platform representing 200+ million people, Epsilon’s award-winning data and technology is rooted in privacy by design and underpinned by powerful AI. With more than 50 years of experience in personalization and performance working with the world’s top brands, agencies and publishers, Epsilon is a trusted partner leading CRM, digital media, loyalty and email programs. Positioned at the core of Publicis Groupe, Epsilon is a global company with over 8,000 employees in over 40 offices around the world. For more information, visit epsilon.com. Follow us on Twitter at @EpsilonMktg.
Job Description",3.6,Epsilon,"Chicago, IL",-1,5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),-1,0,120,180,150.0, IL,51,0,0,0,0
"Data Scientist, Revenue Optimization",64 - 118 ,"Summary: The Data Scientist is responsible for developing and refining models to enable Revenue Management to optimize room revenue. The Data Scientist will discover revenue opportunities, design models and experiments, deploy solutions, iterate, and measure success of those solutions.
Responsibilities:
Create, implement, and iterate predictive and/or prescriptive models to drive revenue through price and conversion across revenue management, CRM, web, onsite revenue, and other critical commercial levers.
Leverage R, Python, or similar to execute analysis in cloud data warehouse (Snowflake) for large-scale analytical efforts. Advanced knowledge of R or Python as well as statistical packages and libraries required.
Build statistical models to understand and capitalize on revenue trends, including but not limited to price elasticity of demand (PEoD)",3.6,Great Wolf Lodge,"Madison, WI",-1,10000+ Employees,1997,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,-1,0,64,118,91.0, WI,23,1,0,0,0
Data Scientist (Optimization Team),64 - 118 ,"Company Description
Epsilon is the leader in outcome-based marketing. We enable marketing that’s built on proof, not promises. Through Epsilon PeopleCloud, the marketing platform for personalizing consumer journeys with performance transparency, Epsilon helps marketers anticipate, activate and prove measurable business outcomes. Powered by CORE ID®, the most accurate and stable identity management platform representing 200+ million people, Epsilon’s award-winning data and technology is rooted in privacy by design and underpinned by powerful AI. With more than 50 years of experience in personalization and performance working with the world’s top brands, agencies and publishers, Epsilon is a trusted partner leading CRM, digital media, loyalty and email programs. Positioned at the core of Publicis Groupe, Epsilon is a global company with over 8,000 employees in over 40 offices around the world. For more information, visit epsilon.com. Follow us on Twitter at @EpsilonMktg.
Job Description",3.6,Epsilon,"Chicago, IL",-1,5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),-1,0,64,118,91.0, IL,51,0,0,0,0
AI/ML Health Data Scientist- Consultant,64 - 118 ,"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.

Responsibilities

Our consultants on the Advanced Analytics & Intelligent Automation team help clients maximize the value of their data and automate business processes. This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data visualization and dashboarding, to predictive analytics, machine learning, and artificial intelligence as well as robotic process automation (RPA). Our services enable our clients to define their information strategy, enable mission critical insights and data-driven decision making, reduce cost and complexity, increase trust, and improve operational effectiveness.",3.7,Guidehouse,"Washington, DC",-1,5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,64,118,91.0, DC,2,0,0,0,0
Data Scientist-Junior,64 - 118 ,"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.


Responsibilities

This position is for a large contract for the Army, providing leadership and support existing systems, processes, and policies as well as working to implement new technologies and processes in support of the client’s mission to provide Intelligence training and technologies to military personnel.",3.6,Perspecta,"Washington, DC",-1,10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,0,64,118,91.0, DC,2,0,0,0,0
Data Scientist 4,64 - 118 ,"Data Scientist 4-21000E8M

Applicants are required to read, write, and speak the following languages: English
Detailed Description and Job Requirements
Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.

Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.

Leading contributor individually and as a team member, providing direction and mentoring to others. Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. 8 years relevant work experience. BS/BA preferred.",3.7,Oracle,United States,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,0,64,118,91.0,-1,43,0,0,0,0
Data Scientist,64 - 118 ,"Tradeweb is looking to add a Data Scientist to its Data & Analytics team. Our Data Science team is responsible for managing the development and optimization of advanced analytics on a global scale across the company.
In this role, you will enjoy working with one of the richest financial data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. The ideal candidate will have experience doing advanced data analysis, will have worked with large data stores, and will have experience building machine learning models. Candidates should be curious, focused on results, a self-starter, and have demonstrated success in using analytics to drive value in an organization.
Design, build, test and deliver new data science services and advanced analytics to Tradeweb globally
Develop scalable tools leveraging machine learning and/or deep learning models to solve real-world problems in areas such as time series predictions
Suggest, collect and synthesize requirements to create an effective roadmap towards the deployment of production-level machine learning applications",4.5,Tradeweb Markets LLC,"Jersey City, NJ",-1,501 to 1000 Employees,1997,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1,0,64,118,91.0, NJ,23,0,0,0,0
Data Scientist,64 - 118 ,"Company Overview:
At Memorial Sloan Kettering (MSK), we’re not only changing the way we treat cancer, but also the way the world thinks about it. By working together and pushing forward with innovation and discovery, we’re driving excellence and improving outcomes. We’re treating cancer, one patient at a time. Join us and make a difference every day.
Job Description:
As part of MSK's new and exciting digital transformation, we are hiring enthusiastic data scientist team members to build and deliver a one-of-a-kind data facility. You'll have the chance to work with clinicians and researchers to achieve the goal of translating institutional information into meaningful insights in order to improve patient care, hospital operations, and clinical research.
About us – Unified Data Fabric
We are developing one of the most robust oncology data ecosystems in all of healthcare, the Unified Data Fabric. The integration of clinical, genomic, operational, and financial data will lead to countless insights, through the integration of high quality, authoritative, discrete, unstructured, streaming, and imaging data, by way of creating a unique and unprecedented healthcare data platform. This data platform will be a combination of cloud and on-prem technologies and will be built on state-of-the-art architecture that includes APIs, object stores, data streaming, image processing, DBMS pipelines and data warehousing technologies, with a foundation of enterprise data governance and stewardship practices including advanced semantics and machine learning to generate more data of value within the Unified Data Fabric.




Closing:",4.1,Memorial Sloan-Kettering Cancer Center,"New York, NY",-1,10000+ Employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,0,64,118,91.0, NY,136,0,0,1,0
Research Scientist,64 - 118 ,"Experience investigating the feasibility of applying scientific principals and concepts to business problems and products
MS degree with at least 1 year of research experience in a quantitative field or PHD in a quantitative field
Amazon’s Talent Assessment team designs and implements groundbreaking hiring solutions for one of the world’s fastest growing companies. We work in a fast-paced, global environment where we must solve complex problems (ranging from research-based to technical) and deliver solutions that have impact.

We are seeking personnel selection researchers with a foundation in the development of pre-hire selection assessments, traditional and alternative legally defensible assessment validation approaches, research methodology, and data analysis. We are looking for equal parts researchers and consultant who are highly adaptable and continual learners who thrive in a fast-paced environment.

In this role, you will develop, implement, and optimize assessment solutions, allowing Amazon’s business to grow and scale. You will partner closely with their recruiting and business teams to design and experiment with new hiring solutions that predict success for roles that will have a large impact at Amazon.",3.8,Canary - US,"Arlington, VA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1,0,64,118,91.0, VA,26,0,0,0,0
Energy Data Scientist,64 - 118 ,"The Challenge:
Are you excited at the prospect of unlocking the secrets held by data and enabling the visualization of new insights? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? Do you have an interest or background in developing cutting-edge energy, resilience, and critical infrastructure solutions? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities.
As a data scientist, you can turn these complex data sets into useful information to solve global challenges related to power, fuels, water, and critical infrastructure. We have an opportunity for you to use your analytical skills to improve our business. You’ll work closely with your customer to understand their questions and needs, then dig into their data-rich environment to find the pieces of their information puzzle. You’ll apply analytical skills and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help clients make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science for good in consulting.
#LI-AH1, APC1, ID13-G",3.9,Booz Allen Hamilton,"Arlington, VA",-1,10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),-1,0,64,118,91.0, VA,106,0,0,0,0
Data Scientist,64 - 118 ,"We invite you to be part of our team of trailblazers dedicated to helping people discover and enjoy the outside. Come join us. Because on the inside we’re all outsiders. And if it’s outside, we’re all in.
We are looking for an experienced data scientist to join our growing Customer Marketing and Analytics department, headquartered in Freeport, Maine and currently working remotely.
This individual will join the LLB Analytics team, reporting to a senior data scientist with extensive modelling expertise and experience, as well as a strong track record of innovation and people development. The candidate will optimally be able to engage as a collaborative thought-partner with their leader and the larger Analytics organization, to both meet identified modelling needs and identify areas of opportunity or optimization.
The data scientist will develop and test predictive models, define audiences in support of marketing efforts, identify and visualize insights through thoughtful data analysis and provide operational support to critical marketing processes. The ideal candidate is an independent and inquisitive modelling expert with a drive to help advance the business and problem-solve, as well as a strong communicator to broad audiences regarding their highly-specialized work.",3.8,L. L. Bean,"Freeport, ME",-1,1001 to 5000 Employees,2000,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1,0,64,118,91.0, ME,20,0,0,0,0
Data Scientist - Media Technologies,64 - 118 ,"Summary
Posted: Oct 28, 2020
Weekly Hours: 40
Role Number:200202797
Do you get excited by driving product impact via measurement and evaluation, for products and services used by hundreds of millions of people globally?!! Our team powers the streaming media experiences on all of Apple’s platforms (iPhones/iPads, Apple TV, Apple Watch and macOS) by building on core technologies and frameworks such as Core Media and AVFoundation. You will partner with Big Data Engineers, Software Engineers and other Data Scientist to use data to drive performance, bring new features and overall help develop the best Audio / Video experience for our users.
Key Qualifications
Experience articulating and translating questions and using statistical techniques to arrive at an answer using available data.",4.3,Apple,United States,-1,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,0,64,118,91.0,-1,44,0,0,0,0
Data Analysis Officer,64 - 118 ,"Data Analysis Officers identify items of intelligence and operational interest by evaluating, analyzing, and exploiting digital data to identify and assess how adversaries operate and interact.

Full time
Starting salary: $64,137 - $117,516*
Higher starting salary possible depending on experience level
Bachelor’s degree
Foreign language bonus eligible

About the Job

As a Data Analysis Officer at CIA, you’ll utilize your understanding of digital capabilities to evaluate and analyze digital and all source intelligence information to identify key adversaries and assess how they operate and interact. Using strong critical thinking skills and a variety of digital analytic and/or forensics tools and methods, you will extract valuable information from digital data and create a range of products that explain your findings to inform operations, drive collection, and support customers.

Data Analysis Officers triage, review, and identify items of intelligence and operational interest from technical collections and other datasets. You will leverage advanced methods to analyze data sets and create and refine capabilities to exploit large data sets quickly and accurately.

Data Analysis Officers also identify and prioritize intelligence gaps, determine the appropriate collection actions needed, and drive the collection process.

Who You’ll Work With

At the Central Intelligence Agency (CIA), we recognize our Nation’s strength comes from the diversity of its people. People from a broad range of backgrounds and viewpoints work at CIA, and our diverse teams are the reason we can keep our country safe.

Read more about diversity and inclusion

What You’ll Get

Our benefits support every aspect of a working professional’s life, including health and wellness, time off, family, finances, and continuing education. Our programs include highly sought-after government health benefits, flexible schedules, sick leave, and childcare. In some cases, we also offer sign-on incentives and cover moving expenses if you relocate.

As a CIA employee, you’ll also get the satisfaction of knowing your work is part of something bigger than yourself. Our work is driven by one mission: to keep our Nation safe. Every day is an opportunity to enhance U.S. national security.

Learn more about working at CIA

Minimum Qualifications


Computer Science
Computer Engineering
Digital/Computer/Network Forensics
Applied Mathematics
Telecommunications
Information Security/ Assurance
Data Analysis/Analytics
At least a 3.0 GPA on a 4-point scale is preferred
Critical thinking skills
Analytic and research skills
Written and verbal communication skills
Ability to meet the minimum requirements for joining CIA, including U.S. citizenship and a background investigation

Desired Qualifications
Foreign language skills
Ability to script/code
What You’ll Need to Apply
Resume
Unofficial transcripts for all degrees
A cover letter specifying your qualifications for one or more analytic positions. Please address why you want to work as an analyst and what differentiates you from other applicants.
Work Sample – a technical report or source code that showcases your technical and communication abilities is required for your application to be fully reviewed. Please submit in PDF format.",3.8,Central Intelligence Agency,"Washington, DC",-1,Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,64,118,91.0, DC,73,0,0,0,0
Research Data Scientist,64 - 118 ,"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software development. The candidate will incorporate novel ideas and improve the state of the art on advanced projects related to processing of large networks, analyzing data in high dimensions and implementing high performance computing software. Additionally, the candidate will develop a portfolio of related research by extending existing work and proposing new methods with novel application domains.

You are highly encouraged to apply if you enjoy working with data and algorithms, passionate about understanding how things work, want to solve complex problems and strive to stay current on the technology and literature in areas of high performance computing, network analysis and machine learning.",3.7,Intelligent Automation,"Rockville, MD",-1,51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),-1,0,64,118,91.0, MD,33,0,0,0,0
"Senior Associate, Data Scientist Optimization",64 - 118 ,"Innovate. Collaborate. Build. Create. Solve. The KPMG Digital Lighthouse is KPMG's award-winning Analytics & AI Center of Excellence recognized by clients and leading analyst firms in the US and globally. The KPMG Lighthouse is a curation of specialized technical capabilities and domain experts working across the digital landscape: applied data science, AI, data engineering and insights, software engineering, automation, and big data. Here, you'll work with a diverse team of professionals to explore and build solutions for clients in a multiplatform environment.
You'll be an important part of our high-energy, unique, fast-paced, and innovative culture that delivers with the agility of a tech startup and the backing of a leading global consulting firm. In this particular role, you'll work specifically in the AI Analytics & Engineering Community within the Digital Lighthouse, on a wide range of projects. From applied AI to optimization to big data platform engineering, your analytical and technical skills will drive real impact in the business world. At KPMG, our commitment to your career development helps to set us apart as an employer. We want to enhance your potential, both for yourself and as a contributor to our firm. That's why we provide every opportunity to expand your skills, knowledge and experiences through formal education and training programs, leadership development opportunities, and, as well as informal one-on-one coaching and mentoring from your KPMG colleagues.",3.9,KPMG,"Washington, DC",-1,10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1,0,64,118,91.0, DC,33,0,0,1,0
Data Scientist,64 - 118 ,"DATA SCIENTIST, CUSTOMER ANALYTICS AND DATA SCIENCE

WHO WE ARE
We make timeless clothes that last a lifetime…then pair them with of-the-moment styles season after season, decade after decade. We think that distinct heritage pairs perfectly with modern design and fabric technology. We believe in feel-good color…Even if black or navy makes you feel best, we’re here for that. We’re the experts in signature categories: cashmere, coats, blazers, pants—and we also collaborate with the coolest brands out there because we know that creativity is contagious. We consider leopard a neutral, speak stripes fluently and live for a great gingham. We believe in looking like a million bucks, not spending it—which is why we go the extra mile to source the absolute best fabrics at the most accessible prices. We also know that we have a responsibility to the planet and to humanity to choose eco-friendly fabrics and to support our factory workers, without compromise. We’ve had your back for over 35 years, and we’re convinced there’s no better expert on our clothes than you, our customer.",3.9,J.Crew,"New York, NY",-1,10000+ Employees,1983,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD),-1,0,64,118,91.0, NY,37,0,0,0,0
Data Scientist,64 - 118 ,"Business Group Highlights


Intelligence
The Intelligence group provides high-end systems engineering and integration products and services, data analytics and software development to national and military intelligence customers. Serving federal agencies and the Intelligence Community for more than 50 years, the Intelligence group helps our clients meet their mission needs by providing trusted advisors, leading-edge technologies, and innovative solutions.


Responsibilities

Involved in the analysis of unstructured and semi-structured data, including latent semantic indexing (LSI), entity identification and tagging, complex event processing (CEP), and the application of analysis algorithms on distributed, clustered, and cloud-based high-performance infrastructures. Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases visualized through multi-dimensional interfaces. Handle processing and index requests against high-volume collections of data and high-velocity data streams. Has the ability to make discoveries in the world of big data. Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy sophisticated applications using advanced unstructured and semi-structured data analysis techniques and utilizing high-performance computing environments. Has the ability to utilize advance tools and computational skills to interpret, connect, predict and make discoveries in complex data and deliver recommendations for business and analytic decisions. Experience with Cloud-based data analysis tools. Experience with machine learning, algorithm analysis, and data clustering.",3.6,Perspecta,"McLean, VA",-1,10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,0,64,118,91.0, VA,2,0,0,0,0
"Associate, Data Scientist, Optimization",64 - 118 ,"Innovate. Collaborate. Build. Create. Solve. The KPMG Digital Lighthouse is KPMG's award-winning Analytics & AI Center of Excellence recognized by clients and leading analyst firms in the US and globally. The KPMG Lighthouse is a curation of specialized technical capabilities and domain experts working across the digital landscape: applied data science, AI, data engineering and insights, software engineering, automation, and big data. Here, you'll work with a diverse team of professionals to explore and build solutions for clients in a multiplatform environment.
You'll be an important part of our high-energy, unique, fast-paced, and innovative culture that delivers with the agility of a tech startup and the backing of a leading global consulting firm. In this particular role, you'll work specifically in the AI Analytics & Engineering Community within the Digital Lighthouse, on a wide range of projects. From applied AI to optimization to big data platform engineering, your analytical and technical skills will drive real impact in the business world. At KPMG, our commitment to your career development helps to set us apart as an employer. We want to enhance your potential, both for yourself and as a contributor to our firm. That's why we provide every opportunity to expand your skills, knowledge and experiences through formal education and training programs, leadership development opportunities, and, as well as informal one-on-one coaching and mentoring from your KPMG colleagues.",3.9,KPMG,"East Boston, MA",-1,10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1,0,64,118,91.0, MA,33,0,0,1,0
Scientist,64 - 118 ,"Summary:
Areté, an employee-owned company, is a growing research and development firm recognized for contributing to national security objectives by supplying innovative solutions to challenging technical problems faced by the United States. We support the development of new detection capabilities that use a variety of remote sensing methodologies (EO/IR, RADAR, LIDAR, Chemical/Biological sensors, etc.).
We are seeking junior and mid-level applicants with a strong Physical Science/Engineering/Applied Math/Computer Science background to work in the areas of ocean remote sensing, signal/image processing and detection, computer vision, machine learning, physics based modeling, data analysis, sensor hardware development, and field test design and support. Tasks will include development of physics-based software and algorithms for data analysis. We foster a stimulating work environment that is customer-oriented and encourages the creative contributions of all employees in achieving the goals of the company.",3.8,Areté,"Northridge, CA",-1,201 to 500 Employees,-1,Company - Private,Research & Development,Business Services,$50 to $100 million (USD),-1,0,64,118,91.0, CA,-1,0,0,0,0
Data Scientist,64 - 118 ,"About City of Hope
City of Hope, an innovative biomedical research, treatment and educational institution with over 6000 employees, is dedicated to the prevention and cure of cancer and other life-threatening diseases and guided by a compassionate, patient-centered philosophy.

Founded in 1913 and headquartered in Duarte, California, City of Hope is a remarkable non-profit institution, where compassion and advanced care go hand-in-hand with excellence in clinical and scientific research. City of Hope is a National Cancer Institute designated Comprehensive Cancer Center and a founding member of the National Comprehensive Cancer Network, an alliance of the nation’s leading cancer centers that develops and institutes standards of care for cancer treatment.

Position Summary
The Data Scientist in this role will query and analyze large complex datasets to discover insights to apply to an evolving cancer care delivery environment. The Data Scientist will use data mining, statistics and machine learning to understand relationships and patterns in data, build predictive models and propose actionable solutions.










City of Hope is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, or status as a qualified individual with disability.",3.5,City of Hope,"Duarte, CA",-1,5001 to 10000 Employees,1913,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,0,64,118,91.0, CA,107,0,0,1,0
