Job_Title,Salary_Estimate,Job_Description,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_Of_Ownership,Industry,Sector,Revenue,Competitors
Data Scientist,$120K - $180K (Employer est.),"We invite you to be part of our team of trailblazers dedicated to helping people discover and enjoy the outside. Come join us. Because on the inside we’re all outsiders. And if it’s outside, we’re all in.
We are looking for an experienced data scientist to join our growing Customer Marketing and Analytics department, headquartered in Freeport, Maine and currently working remotely.
This individual will join the LLB Analytics team, reporting to a senior data scientist with extensive modelling expertise and experience, as well as a strong track record of innovation and people development. The candidate will optimally be able to engage as a collaborative thought-partner with their leader and the larger Analytics organization, to both meet identified modelling needs and identify areas of opportunity or optimization.
The data scientist will develop and test predictive models, define audiences in support of marketing efforts, identify and visualize insights through thoughtful data analysis and provide operational support to critical marketing processes. The ideal candidate is an independent and inquisitive modelling expert with a drive to help advance the business and problem-solve, as well as a strong communicator to broad audiences regarding their highly-specialized work.",3.8,L. L. Bean,"Freeport, ME",-1,1001 to 5000 Employees,2000,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Research Scientist,$120K - $180K (Employer est.),"Experience investigating the feasibility of applying scientific principals and concepts to business problems and products
MS degree with at least 1 year of research experience in a quantitative field or PHD in a quantitative field
Amazon’s Talent Assessment team designs and implements groundbreaking hiring solutions for one of the world’s fastest growing companies. We work in a fast-paced, global environment where we must solve complex problems (ranging from research-based to technical) and deliver solutions that have impact.

We are seeking personnel selection researchers with a foundation in the development of pre-hire selection assessments, traditional and alternative legally defensible assessment validation approaches, research methodology, and data analysis. We are looking for equal parts researchers and consultant who are highly adaptable and continual learners who thrive in a fast-paced environment.

In this role, you will develop, implement, and optimize assessment solutions, allowing Amazon’s business to grow and scale. You will partner closely with their recruiting and business teams to design and experiment with new hiring solutions that predict success for roles that will have a large impact at Amazon.",3.8,Canary - US,"Arlington, VA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Data Scientist,$120K - $180K (Employer est.),"About City of Hope
City of Hope, an innovative biomedical research, treatment and educational institution with over 6000 employees, is dedicated to the prevention and cure of cancer and other life-threatening diseases and guided by a compassionate, patient-centered philosophy.

Founded in 1913 and headquartered in Duarte, California, City of Hope is a remarkable non-profit institution, where compassion and advanced care go hand-in-hand with excellence in clinical and scientific research. City of Hope is a National Cancer Institute designated Comprehensive Cancer Center and a founding member of the National Comprehensive Cancer Network, an alliance of the nation’s leading cancer centers that develops and institutes standards of care for cancer treatment.

Position Summary
The Data Scientist in this role will query and analyze large complex datasets to discover insights to apply to an evolving cancer care delivery environment. The Data Scientist will use data mining, statistics and machine learning to understand relationships and patterns in data, build predictive models and propose actionable solutions.










City of Hope is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, or status as a qualified individual with disability.",3.5,City of Hope,"Duarte, CA",-1,5001 to 10000 Employees,1913,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
NLP - MRP Data Scientist,$120K - $180K (Employer est.),"NLP-MRP Data Scientist
Location: Remote
Purpose: Espire Services is looking for two experienced data scientists having both natural language processing (NLP) experience and experience in analyzing surveys/polls. Survey experience should include work within the multilevel regression with post-stratification paradigm.
Espire is starting a text analytics initiative and is growing out the data team. This position is for a data scientist with strong overall experience in both NLP and predictive modeling.
This company offers great career growth and has a fast-paced technical culture that is exciting and challenging.
Duties and Responsibilities:",4.1,Espire Services,Remote,-1,1 to 50 Employees,-1,Contract,-1,-1,Less than $1 million (USD),-1
Data Scientist - AI/ML,$120K - $180K (Employer est.),"Are you a Data Scientist who prospers when they can evaluate and improve customers’ products and help them drive their business goals with data? At LoadSpring, you’ll work with large, complex data sets to solve difficult, non-routine analysis problems, and apply advanced analytical methods. You will build and deploy ML models for predictive insights and collaborate extensively with product managers, other data engineers, and UI/UX designers to bring your creations to life! If this excites you then we want to meet you!
The Data Scientist Position
Articulate and translate business questions and using statistical techniques to arrive at answers using available data
Adept at executing every stage of the ML development lifecycle in a business setting; from initial requirements gathering through final model deployment, including iterative measurement and improvement",4.0,"LoadSpring Solutions, Inc",Remote,-1,51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
Data Scientist - Nationwide Opportunities,$120K - $180K (Employer est.),"Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
4+ years of industry experience in predictive modeling, data science, and analysis
Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models
Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations
Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the world’s AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.


Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

For employees based in Colorado, this position starts at $114,700 per year. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered.",3.8,"Amazon Web Services, Inc.","Arlington, VA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Data Scientist,$120K - $180K (Employer est.),"Customer service is broken — stuck in a time warp. As everything has evolved around it, the technology available to support the way businesses engage with customers has mostly stood still. The tools we have on the phones in our pockets are wildly superior to what's available to us when we engage with our favorite brands. The truth that no one wants to say out loud is that Big Tech has held the customer experience hostage for decades with its giant servers, complex implementations, buried software and expensive contracts. And that's just not ok with us.

So we founded Edify and built Huddle to seize the opportunity in the void. With customer experience being the final frontier in winning the hearts and dollars of consumers long-term, the brands who prevail are going to be the ones who have tools to do what no one else can. At last, there's a more predictable, reliable, cost-effective, transparent, full-featured, cloud-native, easy-to-get-and-use, intuitive, accessible, genius single piece of software that's changing everything.The time for employees to love work, and customers to love companies is here. And finally, so are the tools.",4.5,Edify,Indiana,-1,1 to 50 Employees,2018,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Research Scientist,$120K - $180K (Employer est.),"Job Description:
Our Reston office is seeking talented candidates to develop mathematical models and algorithms, develop and demonstrate prototype software, and participate in operational analysis related to their technical work. Our Reston office employs mathematicians, physicists and computer scientists. We routinely apply stochastic processes, statistical inference, optimization and scheduling, models of random graphs and applied physics to develop the underlying theory and applications for our clients. The successful candidate will interact with customers, gather requirements and data, write and present briefings, and contribute to the development of Metron tools.

Projects typically involve developing advanced algorithms implemented in a computer prototype system for our research & development customers. We work in small teams, led by Senior Scientists, who work closely with new employees. Project teams work together from the initial system concept, through software and algorithm design, to implementation and demonstration.
We believe an employee's specific academic training is not as important as their innate ability and willingness to learn new areas of mathematics and work on difficult problems.
Desired Qualifications:",3.4,"Metron, Inc.","Reston, VA",-1,201 to 500 Employees,1982,Company - Private,Research & Development,Business Services,$50 to $100 million (USD),-1
Data Scientist,$120K - $180K (Employer est.),"It’s a new day in healthcare!
Combining CVS Health and Aetna was a ground-breaking moment for our company and our industry, establishing CVS Health as the nation’s premier health innovation company. Through our health services, insurance plans and community pharmacists, we’re pioneering a bold new approach to total health.

Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster? Interested in generating analytical insights that inform provider networks and engagement strategies that support members on their individualized health and wellness journey? Aetna's Provider & Network Analytics team delivers strategically impactful programs and tools that expand convenient access to high-quality and affordable care for all members across multiple channels across all stages of life.

At Aetna, we’re pioneering a total approach to health and wellness. As a Data Scientist on the Analytics & Behavior Change team, you’ll build industry-leading analytics, data, and technology platforms to help reimagine health care. This position will play a critical role within a cross-functional team, delivering powerful solutions that inform network strategy and design, improve network performance and provider engagement, develop new provider offerings, and enhance consumer experience.

You will be part of a fast-paced, innovative, collaborative team, helping solve problems, drive impact, and deliver key insights to our customers by leveraging innovations in data science, machine & deep learning, and predictive modeling techniques. You will derive meaning from data and deploy robust solutions through provider-directed engagement channels (e.g., digital) that helps consumers identify affordable care, when they need it, and with whom.

FUNDAMENTAL COMPONENTS





N/A




At CVS Health, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.",3.1,CVS Health,"New York, NY",-1,10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1
Data Scientist,$120K - $180K (Employer est.),"Tradeweb is looking to add a Data Scientist to its Data & Analytics team. Our Data Science team is responsible for managing the development and optimization of advanced analytics on a global scale across the company.
In this role, you will enjoy working with one of the richest financial data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. The ideal candidate will have experience doing advanced data analysis, will have worked with large data stores, and will have experience building machine learning models. Candidates should be curious, focused on results, a self-starter, and have demonstrated success in using analytics to drive value in an organization.
Design, build, test and deliver new data science services and advanced analytics to Tradeweb globally
Develop scalable tools leveraging machine learning and/or deep learning models to solve real-world problems in areas such as time series predictions
Suggest, collect and synthesize requirements to create an effective roadmap towards the deployment of production-level machine learning applications",4.5,Tradeweb Markets LLC,"Jersey City, NJ",-1,501 to 1000 Employees,1997,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1
Data Analysis Officer,$120K - $180K (Employer est.),"Data Analysis Officers identify items of intelligence and operational interest by evaluating, analyzing, and exploiting digital data to identify and assess how adversaries operate and interact.

Full time
Starting salary: $64,137 - $117,516*
Higher starting salary possible depending on experience level
Bachelor’s degree
Foreign language bonus eligible

About the Job

As a Data Analysis Officer at CIA, you’ll utilize your understanding of digital capabilities to evaluate and analyze digital and all source intelligence information to identify key adversaries and assess how they operate and interact. Using strong critical thinking skills and a variety of digital analytic and/or forensics tools and methods, you will extract valuable information from digital data and create a range of products that explain your findings to inform operations, drive collection, and support customers.

Data Analysis Officers triage, review, and identify items of intelligence and operational interest from technical collections and other datasets. You will leverage advanced methods to analyze data sets and create and refine capabilities to exploit large data sets quickly and accurately.

Data Analysis Officers also identify and prioritize intelligence gaps, determine the appropriate collection actions needed, and drive the collection process.

Who You’ll Work With

At the Central Intelligence Agency (CIA), we recognize our Nation’s strength comes from the diversity of its people. People from a broad range of backgrounds and viewpoints work at CIA, and our diverse teams are the reason we can keep our country safe.

Read more about diversity and inclusion

What You’ll Get

Our benefits support every aspect of a working professional’s life, including health and wellness, time off, family, finances, and continuing education. Our programs include highly sought-after government health benefits, flexible schedules, sick leave, and childcare. In some cases, we also offer sign-on incentives and cover moving expenses if you relocate.

As a CIA employee, you’ll also get the satisfaction of knowing your work is part of something bigger than yourself. Our work is driven by one mission: to keep our Nation safe. Every day is an opportunity to enhance U.S. national security.

Learn more about working at CIA

Minimum Qualifications


Computer Science
Computer Engineering
Digital/Computer/Network Forensics
Applied Mathematics
Telecommunications
Information Security/ Assurance
Data Analysis/Analytics
At least a 3.0 GPA on a 4-point scale is preferred
Critical thinking skills
Analytic and research skills
Written and verbal communication skills
Ability to meet the minimum requirements for joining CIA, including U.S. citizenship and a background investigation

Desired Qualifications
Foreign language skills
Ability to script/code
What You’ll Need to Apply
Resume
Unofficial transcripts for all degrees
A cover letter specifying your qualifications for one or more analytic positions. Please address why you want to work as an analyst and what differentiates you from other applicants.
Work Sample – a technical report or source code that showcases your technical and communication abilities is required for your application to be fully reviewed. Please submit in PDF format.",3.8,Central Intelligence Agency,"Washington, DC",-1,Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1
"Data Scientist, Junior",$120K - $180K (Employer est.),"Job Title: Data Scientist (Junior)
Location: Remote
Employment Type: Full-time
Required Security Clearance: Not Required
Required Certifications: N/A
Position Summary: The Junior Data Scientist will be responsible for collecting data through means such as analyzing business results or by setting up and managing new studies.
Essential Job Functions:",3.1,FEDDATA,"Columbia, MD",-1,1 to 50 Employees,-1,Contract,IT Services,Information Technology,$5 to $10 million (USD),-1
Data Scientist,$120K - $180K (Employer est.),"Company Description
Verisk is a leading data analytics provider serving customers in insurance, energy and specialized markets, and financial services. Using advanced technologies to collect and analyze billions of records, Verisk draws on unique data assets and deep domain expertise to provide first-to-market innovations integrated into customer workflows. We’ve been delivering predictive analytics and decision support solutions to our customers for nearly 50 years, helping them protect people, property, and financial assets. At Verisk, you’ll be part of an organization that’s committed to serving the long-term interests of our stakeholders, including the communities where we operate.
At Verisk, you can build an exciting career with meaningful work; create a positive and lasting impact on the business; and find the support, coaching, and training you need to advance your career. Our culture of innovation means your ideas on how to improve our business will be heard. As key contributors to our success, our team members enjoy working in a business-casual, collaborative environment that offers state-of-the-art resources, advanced technologies, and an excellent benefits package",4.5,PowerAdvocate,"East Boston, MA",-1,51 to 200 Employees,1999,Company - Public,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1
Data Scientist,$120K - $180K (Employer est.),"Company Overview:
At Memorial Sloan Kettering (MSK), we’re not only changing the way we treat cancer, but also the way the world thinks about it. By working together and pushing forward with innovation and discovery, we’re driving excellence and improving outcomes. We’re treating cancer, one patient at a time. Join us and make a difference every day.
Job Description:
As part of MSK's new and exciting digital transformation, we are hiring enthusiastic data scientist team members to build and deliver a one-of-a-kind data facility. You'll have the chance to work with clinicians and researchers to achieve the goal of translating institutional information into meaningful insights in order to improve patient care, hospital operations, and clinical research.
About us – Unified Data Fabric
We are developing one of the most robust oncology data ecosystems in all of healthcare, the Unified Data Fabric. The integration of clinical, genomic, operational, and financial data will lead to countless insights, through the integration of high quality, authoritative, discrete, unstructured, streaming, and imaging data, by way of creating a unique and unprecedented healthcare data platform. This data platform will be a combination of cloud and on-prem technologies and will be built on state-of-the-art architecture that includes APIs, object stores, data streaming, image processing, DBMS pipelines and data warehousing technologies, with a foundation of enterprise data governance and stewardship practices including advanced semantics and machine learning to generate more data of value within the Unified Data Fabric.




Closing:",4.1,Memorial Sloan-Kettering Cancer Center,"New York, NY",-1,10000+ Employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1
Tableau Data Scientist,$120K - $180K (Employer est.),"Responsibilities:
• Develop smart, compelling dashboards and reports to track key performance indicators (KPI’s), identify trends, and monitor company initiatives on business operation results and line of business weekly, monthly, quarterly.
• Build predictive pattern and trends, related to investigation and root cause determination business operations, operational functions, workflow, processes, and other business-related issues.
• Work with the support teams and business technology to build and implement analytics performance metrics, measurements, methods and targets.
• Leverage Business Intelligence Tools Tableau Desktop, Tableau Prep, ServiceNow Performance Analytics, Microsoft Excel as developer.
• Construct dashboards and reports as needed using Tableau Desktop and collaboration using Tableau Server. Create report schedules on Tableau server.
• Report on common sources of technical issues or questions and make recommendations to operational improvements. Communicate key insights and findings to stakeholders.
• Perform unit and performance testing of the reports developed. Help design, document and maintain system processes.

Qualifications
• Bachelor’s degree in computer science or related discipline; or an equivalent combination of education and experience from which comparable knowledge and skills may be acquired.
• 5-7 years of current and hands-on experience with Tableau Desktop and demonstrated expertise with complex data visualizations and data modelling.
• 1 year hands-on experience using Tableau prep and automating prep flows on Tableau Server
• Experience with all features of Tableau version 2020.4 and beyond – Data sources, Extracts, Variety of Data Visualizations, Tableau server Collaboration.
• Demonstrate experience delivering solutions to stringent SLAs for report performance
• Ability to manage priorities and meet critical deadlines.
• Extensive computer software skills with other programs such as Microsoft Excel, PowerPoint, and SharePoint.
• Ability to solve advanced-level, complicated problems with minimal supervision.
• Ability to cleanse, aggregate, merge or otherwise prepare data for analysis using Tableau Prep tool.
• Tableau Desktop certification preferred.

Technical Skills/Proficiency
• Utilize programming and business intelligence skills (SQL, Tableau) on analytical platforms to prepare and manage data; create dashboards; develop KPIs and provide business insights
• Demonstrate extensive knowledge in various reporting objects like facts, attributes, hierarchies, transformations, filters, prompts, calculated fields, sets, groups, parameters etc., in Tableau.
• Understand database structure and processes with strong knowledge of SQL queries and data sets.
• Experience extracting new and innovative insights from sophisticated, non-traditional and/or larger datasets
• Experience with Tableau Desktop and Tableau Prep data extract/output refresh automation on Tableau Server
• Excellent verbal and written communications skills. Ability to communicate effectively with team members and stakeholders and Sr. Management on both
• Strong analytical and problem-solving skills",2.5,Technology Ventures,"McLean, VA",-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1
Research Data Scientist,$120K - $180K (Employer est.),"The Center for Data Science at RTI International, one of the nation’s largest independent, nonprofit scientific research organizations, is seeking a Research Data Scientist with skills in advanced analytics (predictive modeling, machine learning, AI, microsimulation modeling, social network analysis, computer vision, text analytics, and natural language processing), modern software development for data science applications, and data visualization to work on projects in a variety of research domains, including public health, bioinformatics, criminal and social justice, public safety, survey science, engineering, education, and the environment. RTI’s mission is to improve the human condition, and our Center’s mission is to apply data science for social good. A successful candidate will work with a thriving team of 25+ data scientists, software developers, visual designers, and subject matter experts across RTI, solving important national problems, improving our local communities, and transforming research.

Responsibilities
Collaborate with a team of data scientists, software developers, visual designers, and subject matter experts to solve end-to-end problems using data science approaches, techniques, and methods",4.3,RTI International,"Durham, NC",-1,1001 to 5000 Employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),-1
Data Scientist,$120K - $180K (Employer est.),"Great that you're thinking about a career with BSI!
About the role:
The Data Scientist role is a critical new role within the BSI group. This role will partner with the Group Innovation organization, key data owners and AI partners and will identify ways of using data to further our goals of digital assurance and advanced predictive analytics. Position will identify and work closely with external data providers or strategic partners. This position will work closely with data experiments, projects, and solutions builds. This role reports to the Director of AI and Data Science.
Data Scientist Responsibilities:
Work closely with the Director to build AI and Data Science solutions, including productionizing workflows",3.5,BSI,United States,-1,201 to 500 Employees,1843,Company - Private,Wholesale,Business Services,Less than $1 million (USD),-1
Data Scientist,$120K - $180K (Employer est.),"Meet Our Team:
The Client Success Strategy and Operations team is a partner to CS leadership and the CS field, tasked to maintain strategic alignment across regions in the execution of enablement and onboarding, knowledge management and communication, strategic transformation and regional operational support.
Picture Yourself at Pega:
You will be part of a thought leading innovative team driving scalability and new insights. Be part of a highly collaborative and energetic team working alongside the Client Success organization driving better insights through Data, Data Quality and AI",4.1,Pegasystems,Alabama,-1,5001 to 10000 Employees,1983,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),-1
Data Scientist,$120K - $180K (Employer est.),"Join our team! As a global leader in providing title insurance, settlement services and risk solutions for real estate transactions, First American (NYSE: FAF) is an ideal place to build your career. We have been entrusted with helping our customers achieve and protect their dream of homeownership since 1889. We believe that our people are the key to the company’s continued success, and we invest in diverse talents and backgrounds and empower our teams to achieve more than they could anywhere else. First American has created an award-winning culture and has been named to the Fortune 100 Best Companies to Work For® list for the fifth consecutive year and to more than 50 regional Best Places to Work lists. For more information, please visit www.careers.firstam.com
Job Summary
How would you like to work for one of Fortune’s top 100 Best Places to Work in 2020? At First American, we believe in People First and it shows in the passion and energy of our employees. We are seeking a Data Scientist to join our growing team. The ideal candidate will be intricately involved in performing analysis and developing models to support business decisions and manage risk. This individual will work with a variety of data assets from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining and machine learning tasks. This is a perfect opportunity for the successful candidate to become part of an innovative and energetic team that designs, develops, and implements the most valuable business solutions for the entire organization.",3.7,First American,"Santa Ana, CA",-1,10000+ Employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
Data Scientist,$120K - $180K (Employer est.),"Travel Required: None
Public Trust: NACI (T1)
Requisition Type: Regular
Data Analytics/ Scientist
Perform Data Analytics and Machine Learning with FAA data sources using AWS
Develop and Setup Safety Risk Analysis framework and methodology for data access, retrieval, analytics and visualizations of results
Perform data source fusion/ integration with textual and non-textual data
Leverage key AI/ ML technologies like Natural Language Processing, Text Based Analytics, Clustering, Recommender Algorithm, Deep Learning to help determine safety hazards
We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.",3.8,General Dynamics Information Technology,"Washington, DC",-1,10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),-1
Data Scientist 4,$120K - $180K (Employer est.),"Data Scientist 4-21000E8M

Applicants are required to read, write, and speak the following languages: English
Detailed Description and Job Requirements
Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.

Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.

Leading contributor individually and as a team member, providing direction and mentoring to others. Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. 8 years relevant work experience. BS/BA preferred.",3.7,Oracle,United States,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
Data Scientist (Optimization Team),$120K - $180K (Employer est.),"Company Description
Epsilon is the leader in outcome-based marketing. We enable marketing that’s built on proof, not promises. Through Epsilon PeopleCloud, the marketing platform for personalizing consumer journeys with performance transparency, Epsilon helps marketers anticipate, activate and prove measurable business outcomes. Powered by CORE ID®, the most accurate and stable identity management platform representing 200+ million people, Epsilon’s award-winning data and technology is rooted in privacy by design and underpinned by powerful AI. With more than 50 years of experience in personalization and performance working with the world’s top brands, agencies and publishers, Epsilon is a trusted partner leading CRM, digital media, loyalty and email programs. Positioned at the core of Publicis Groupe, Epsilon is a global company with over 8,000 employees in over 40 offices around the world. For more information, visit epsilon.com. Follow us on Twitter at @EpsilonMktg.
Job Description",3.6,Epsilon,"Chicago, IL",-1,5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),-1
"Data Scientist, Revenue Optimization",$64K - $118K (Employer est.),"Summary: The Data Scientist is responsible for developing and refining models to enable Revenue Management to optimize room revenue. The Data Scientist will discover revenue opportunities, design models and experiments, deploy solutions, iterate, and measure success of those solutions.
Responsibilities:
Create, implement, and iterate predictive and/or prescriptive models to drive revenue through price and conversion across revenue management, CRM, web, onsite revenue, and other critical commercial levers.
Leverage R, Python, or similar to execute analysis in cloud data warehouse (Snowflake) for large-scale analytical efforts. Advanced knowledge of R or Python as well as statistical packages and libraries required.
Build statistical models to understand and capitalize on revenue trends, including but not limited to price elasticity of demand (PEoD)",3.6,Great Wolf Lodge,"Madison, WI",-1,10000+ Employees,1997,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,-1
Data Scientist (Optimization Team),$64K - $118K (Employer est.),"Company Description
Epsilon is the leader in outcome-based marketing. We enable marketing that’s built on proof, not promises. Through Epsilon PeopleCloud, the marketing platform for personalizing consumer journeys with performance transparency, Epsilon helps marketers anticipate, activate and prove measurable business outcomes. Powered by CORE ID®, the most accurate and stable identity management platform representing 200+ million people, Epsilon’s award-winning data and technology is rooted in privacy by design and underpinned by powerful AI. With more than 50 years of experience in personalization and performance working with the world’s top brands, agencies and publishers, Epsilon is a trusted partner leading CRM, digital media, loyalty and email programs. Positioned at the core of Publicis Groupe, Epsilon is a global company with over 8,000 employees in over 40 offices around the world. For more information, visit epsilon.com. Follow us on Twitter at @EpsilonMktg.
Job Description",3.6,Epsilon,"Chicago, IL",-1,5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),-1
AI/ML Health Data Scientist- Consultant,$64K - $118K (Employer est.),"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.

Responsibilities

Our consultants on the Advanced Analytics & Intelligent Automation team help clients maximize the value of their data and automate business processes. This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data visualization and dashboarding, to predictive analytics, machine learning, and artificial intelligence as well as robotic process automation (RPA). Our services enable our clients to define their information strategy, enable mission critical insights and data-driven decision making, reduce cost and complexity, increase trust, and improve operational effectiveness.",3.7,Guidehouse,"Washington, DC",-1,5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Data Scientist-Junior,$64K - $118K (Employer est.),"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.


Responsibilities

This position is for a large contract for the Army, providing leadership and support existing systems, processes, and policies as well as working to implement new technologies and processes in support of the client’s mission to provide Intelligence training and technologies to military personnel.",3.6,Perspecta,"Washington, DC",-1,10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
Data Scientist 4,$64K - $118K (Employer est.),"Data Scientist 4-21000E8M

Applicants are required to read, write, and speak the following languages: English
Detailed Description and Job Requirements
Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.

Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.

Leading contributor individually and as a team member, providing direction and mentoring to others. Work is non-routine and very complex, involving the application of advanced technical/business skills in area of specialization. 8 years relevant work experience. BS/BA preferred.",3.7,Oracle,United States,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
